,FID,SHAPE,date,end_,id,latitude,longitude,start,title,total_atte,type,service_area,num_vehicles,av_ratio,dist_to_highway
95,96,"{'x': -13038777.862363061, 'y': 3860145.30450199, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-15,14:00:00,50878,32.7347209,-117.1293344,07:00:00,world cup final north park block party,4080,festival,10376956.885866279,15396,0.26500389711613404,1381.585866253393
96,97,"{'x': -13038765.76193441, 'y': 3861473.034851635, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-14,22:00:00,50137,32.7447533,-117.1292257,18:00:00,ray at night (2nd saturday each month),540,farmers,21190920.885213513,42977,0.012564860274100101,757.0502075395566
97,98,"{'x': -13039109.104639867, 'y': 3862804.0518067707, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-14,23:30:00,50813,32.7548094,-117.13231,17:00:00,the boulevard street food cinema 2018,840,festival,33871989.86419025,59105,0.014211995601048981,671.728936604829
98,99,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-14,13:00:00,50106,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
99,100,"{'x': -13034372.99464017, 'y': 3862107.003254631, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-14,13:00:00,50542,32.7495432,-117.0897648,09:00:00,san diego lgbt parade & run & stride with pride 5k,151000,parades,13427268.017651983,27145,5.562718732731627,1764.2636130071287
100,101,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-14,16:30:00,50377,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
101,102,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-14,14:00:00,50004,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
102,103,"{'x': -13040872.42763793, 'y': 3862447.0644043507, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-13,23:30:00,50627,32.7521124,-117.1481502,17:00:00,pride of hillcrest block party,2550,festival,35027300.733629964,62291,0.04093689297009199,688.500109858989
103,104,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-13,20:00:00,50664,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
104,105,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-12,22:00:00,50877,32.7316611885,-117.151808969,17:00:00,esri 2018 user conference closing party,12200,festival,10792157.66956348,19636,0.6213078019963333,247.08060371706318
105,106,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-12,19:30:00,50054,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
106,107,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-11,20:00:00,50188,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
107,108,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-11,14:00:00,49809,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
108,109,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-10,19:00:00,50482,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
109,110,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-08,15:00:00,50564,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
110,111,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-08,14:00:00,49928,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
111,112,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-08,16:30:00,50376,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
112,113,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-08,11:00:00,50815,32.7348786887,-117.213908106,08:00:00,mcalister institues 6th annual walk for sobriety,500,athletic,6763857.796901272,6145,0.08136696501220504,2340.933717508673
113,114,"{'x': -13041076.320417266, 'y': 3859533.408288318, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,23:00:00,50792,32.730097,-117.1499818,18:00:00,patrons of the prado masterpiece gala 2018,600,festival,10389966.761157341,19889,0.030167429232238925,420.16538308445547
114,115,"{'x': -13038868.34284518, 'y': 3860959.6670557563, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,20:00:00,50740,32.7408744,-117.1301472,16:30:00,npca bird park concert series,975,concerts,24224119.102627303,46575,0.020933977455716585,1062.6367609757729
115,116,"{'x': -13039890.95708345, 'y': 3855290.218249777, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,22:00:00,50931,32.698026,-117.1393335,15:00:00,frida kahlo art show,550,festival,20152025.51830766,24852,0.02213101561242556,63.85177053989353
116,117,"{'x': -13033842.635190181, 'y': 3856146.248408189, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,17:00:00,50932,32.704497,-117.0850005,13:00:00,the 5th annual 4 corners of life celebration,220,festival,26108703.569128916,20972,0.01049017737936296,925.9697506129318
117,118,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,13:00:00,50105,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
118,119,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,16:30:00,50375,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
119,120,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,14:00:00,50003,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
120,121,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-07,10:00:00,50900,32.7348786887,-117.213908106,06:30:00,"lincoln miitary housing ""cause we can"" 5k run/walk",550,athletic,5473238.245230164,4646,0.11838140335772708,2340.933717508673
121,122,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-06,20:00:00,50663,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
122,123,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-05,19:30:00,50053,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
123,124,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,20:00:00,50187,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
124,125,"{'x': -13039999.482455026, 'y': 3884051.050606218, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,21:30:00,50874,32.9151809,-117.1403084,11:00:00,mira mesa community 4th of july parade & fun days,10500,festival,13089593.237670764,19763,0.5312958558923241,2227.8736246426647
125,126,"{'x': -13029370.263328072, 'y': 3867804.8254271373, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,21:45:00,50513,32.7925811,-117.0448245,11:00:00,lake murray 4th of july fireworks & music,2600,festival,11437836.49188651,11978,0.21706461846718986,1869.2513675775926
126,127,"{'x': -13034731.966602128, 'y': 3882579.309790944, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,12:00:00,50653,32.9040816,-117.0929895,10:00:00,scripps ranch 4th of july parade,4400,parades,6565496.534921975,3719,1.183113740252756,2173.3307839239174
127,128,"{'x': -13022098.785133863, 'y': 4017085.0865514525, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,14:00:00,50875,33.9126948,-116.9795037,10:00:00,beaumont 4th of july celebration & parade,4100,festival,15244748.578782497,2645,1.550094517958412,70785.93218190639
128,129,"{'x': -13032945.455754131, 'y': 3897524.2971948795, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,16:30:00,50876,33.0167262,-117.076941,09:00:00,rb spirit of the fourth (festival & parade),7800,festival,12987795.370561393,10877,0.7171094971039809,219.23813741674195
129,130,"{'x': -13040002.543741025, 'y': 3897520.3808213016, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,09:30:00,50865,33.0166967,-117.1403359,09:00:00,del sur 4th of july parade,800,parades,9620603.073623594,5551,0.14411817690506215,5641.222386469267
130,131,"{'x': -13046674.633269005, 'y': 3875970.7035462456, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,19:00:00,50864,32.8542249,-117.2002723,08:00:00,university city 4th of july celebration,1050,festival,14442779.461093117,11593,0.09057189683429656,826.2843210711851
131,132,"{'x': -13035360.643426387, 'y': 3882456.4531757324, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-04,13:00:00,50654,32.903155,-117.098637,07:00:00,scripps ranch old pros 10k/2-mile runs bike rides,3260,athletic,11519364.876260996,5870,0.555366269165247,1642.8152584875647
132,133,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-03,19:00:00,50481,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
133,134,"{'x': -13029439.663683493, 'y': 3835479.5184782203, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-01,22:00:00,50930,32.548139746,-117.045447934,15:00:00,san ysidro independence day @ the border,3100,festival,18657457.762414794,17941,0.17278858480575218,320.1469811430975
134,135,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-01,15:00:00,50563,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
135,136,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-01,14:00:00,49927,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
136,137,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-01,16:30:00,50374,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
137,138,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-30,16:30:00,50373,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
138,139,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-30,13:00:00,50104,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
139,140,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-30,14:00:00,50002,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
140,141,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-29,20:30:00,50662,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
141,142,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-28,19:30:00,50052,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
142,143,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-27,20:00:00,50186,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
143,144,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-27,14:00:00,49808,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
144,145,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-26,19:00:00,50480,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
145,146,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-24,15:00:00,50562,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
146,147,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-24,14:00:00,49926,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
147,148,"{'x': -13043016.808384927, 'y': 3858455.1010054494, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-24,17:00:00,50791,32.721948,-117.1674135,09:00:00,ca firefighters olympics stickball event,160,athletic,9353443.067785127,16155,0.009904054472299598,328.2173359103981
148,149,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-24,16:30:00,50372,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
149,150,"{'x': -13047292.151538823, 'y': 3859399.3550241697, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-24,12:00:00,50656,32.7290839712,-117.205819561,06:00:00,father joes san diego international triathlon,3150,athletic,8332221.152374106,5950,0.5294117647058824,2352.8360101309822
150,151,"{'x': -13041655.259693034, 'y': 3871909.973229672, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-23,00:00:00,50814,32.823576,-117.1551825,17:00:00,2018 san diego night market,4150,festival,41321411.109630406,28354,0.14636382873668619,690.9709014056053
151,152,"{'x': -13033616.367193196, 'y': 3858618.2897154037, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-23,14:00:00,50790,32.7231813,-117.0829679,11:00:00,better-a-block (pentecost way),430,festival,12025869.116970856,7328,0.05867903930131004,369.87867842328734
152,153,"{'x': -13031086.62063297, 'y': 3863952.7457005614, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-23,21:00:00,50739,32.7634871,-117.0602428,11:00:00,art street,2075,festival,9401377.231250731,11908,0.1742526032919046,1595.6696283969757
153,154,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-23,20:00:00,50700,32.7431327,-117.2449981,10:00:00,39th ob street fair & chili cook-off festival,50500,festival,8347135.331382476,15036,3.358606012237297,1508.4068125210351
154,155,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-23,13:00:00,50103,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
155,156,"{'x': -13042765.23835824, 'y': 3856962.3162833205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-23,16:00:00,50687,32.7106654757,-117.165153608,09:00:00,mass creativity day,3100,festival,3519333.222152599,11458,0.2705533251876418,1335.7361337612283
